"ibge_code","id_federative_unit","name","id"
2510600,PB,Ouro Velho,"01a02d5a-c10c-7979-a1dc-f282abf74021"
2510659,PB,Parari,"01a02d5a-c10d-71f4-a043-8ec0c707034f"
2510709,PB,Passagem,"01a02d5a-c10d-71f4-a044-34a8f6b3d05d"
2510808,PB,Patos,"01a02d5a-c10d-71f4-a045-a69a4d51f09d"
2510907,PB,Paulista,"01a02d5a-c10d-7a70-a046-319558b9867f"
2511004,PB,Pedra Branca,"01a02d5a-c10d-7a70-a047-777564bff254"
2511103,PB,Pedra Lavrada,"01a02d5a-c10d-7a70-a048-ad9983586267"
2511202,PB,Pedras de Fogo,"01a02d5a-c10d-7a70-a049-0b80b289d28a"
2512721,PB,Pedro Régis,"01a02d5a-c10e-72e8-b353-3817c871ae72"
2511301,PB,Piancó,"01a02d5a-c10e-72e8-b354-9c61d6622680"
2511400,PB,Picuí,"01a02d5a-c10e-72e8-b355-b7caebbebea0"
2511509,PB,Pilar,"01a02d5a-c10e-7bcb-b356-21b495b402ce"
2511608,PB,Pilões,"01a02d5a-c10e-7bcb-b357-14919d4cf61b"
2511707,PB,Pilõezinhos,"01a02d5a-c10e-7bcb-b358-3e5913e8ae35"
2511806,PB,Pirpirituba,"01a02d5a-c10f-7445-a660-35a80a710adb"
2511905,PB,Pitimbu,"01a02d5a-c10f-7445-a661-647af5c46dd7"
2512002,PB,Pocinhos,"01a02d5a-c10f-7445-a662-ad443346eec0"
2512036,PB,Poço Dantas,"01a02d5a-c10f-7cc2-a663-4cf75be12613"
2512077,PB,Poço de José de Moura,"01a02d5a-c10f-7cc2-a664-8261443c396c"
2512101,PB,Pombal,"01a02d5a-c10f-7cc2-a665-ced859274513"
2512200,PB,Prata,"01a02d5a-c110-753d-941c-8bbcadd2d704"
2512309,PB,Princesa Isabel,"01a02d5a-c110-753d-941d-298b812d8f29"
2512408,PB,Puxinanã,"01a02d5a-c110-753d-941e-e645d8d525c0"
2512507,PB,Queimadas,"01a02d5a-c110-7e0c-941f-aa324c47ca04"
2512606,PB,Quixaba,"01a02d5a-c110-7e0c-9420-28a92d562486"
2512705,PB,Remígio,"01a02d5a-c110-7e0c-9421-4c35a03a9cfc"
2512747,PB,Riachão,"01a02d5a-c111-76b2-80fb-40018b4c18da"
2512754,PB,Riachão do Bacamarte,"01a02d5a-c111-76b2-80fc-09a7e1f98603"
2512762,PB,Riachão do Poço,"01a02d5a-c111-7f47-80fd-3f79b72e77d1"
2512788,PB,Riacho de Santo Antônio,"01a02d5a-c111-7f47-80fe-2b4833f7a2b2"
2512804,PB,Riacho dos Cavalos,"01a02d5a-c111-7f47-80ff-90ddf61819f2"
2512903,PB,Rio Tinto,"01a02d5a-c112-77f0-9e67-72b15eccd640"
2513000,PB,Salgadinho,"01a02d5a-c112-77f0-9e68-c0d1792063d8"
2513109,PB,Salgado de São Félix,"01a02d5a-c112-77f0-9e69-63a17356b456"
2513158,PB,Santa Cecília,"01a02d5a-c113-7041-b924-af179282410c"
2513208,PB,Santa Cruz,"01a02d5a-c113-7041-b925-7bab616f6b2d"
2513307,PB,Santa Helena,"01a02d5a-c113-7041-b926-2a19aa12e3ec"
2513356,PB,Santa Inês,"01a02d5a-c113-7041-b927-81170ce2c327"
2513406,PB,Santa Luzia,"01a02d5a-c113-7041-b928-680de140f982"
2513703,PB,Santa Rita,"01a02d5a-c113-7041-b929-9df1022ce1b4"
2513802,PB,Santa Teresinha,"01a02d5a-c114-7072-a4b9-4ca69283e2fd"
2513505,PB,Santana de Mangueira,"01a02d5a-c114-7072-a4ba-4d0d52a71214"
2513604,PB,Santana dos Garrotes,"01a02d5a-c114-7072-a4bb-22bd2db1a9f6"
2513851,PB,Santo André,"01a02d5a-c114-7072-a4bc-34d9bf974e26"
2513927,PB,São Bentinho,"01a02d5a-c114-7072-a4bd-99ebaa2eb624"
2513901,PB,São Bento,"01a02d5a-c114-7072-a4be-8b77f6d0ea97"
2513968,PB,São Domingos,"01a02d5a-c115-7069-96fa-74c7805e3270"
2513943,PB,São Domingos do Cariri,"01a02d5a-c115-7069-96fb-a89abfee720c"
2513984,PB,São Francisco,"01a02d5a-c115-7069-96fc-655e2b791585"
2514008,PB,São João do Cariri,"01a02d5a-c115-7069-96fd-3e9e8bb79a97"
2500700,PB,São João do Rio do Peixe,"01a02d5a-c115-7069-96fe-6c5c7cdc9914"
2514107,PB,São João do Tigre,"01a02d5a-c116-7064-a5e6-3bf34f0525ae"
2514206,PB,São José da Lagoa Tapada,"01a02d5a-c116-7064-a5e7-23217161886b"
2514305,PB,São José de Caiana,"01a02d5a-c116-7064-a5e8-323e0b981316"
2514404,PB,São José de Espinharas,"01a02d5a-c116-7064-a5e9-85a7bb053bc1"
2514503,PB,São José de Piranhas,"01a02d5a-c116-7064-a5ea-3118b59a6086"
2514552,PB,São José de Princesa,"01a02d5a-c116-7064-a5eb-c8e11f5b308d"
2514602,PB,São José do Bonfim,"01a02d5a-c117-7067-a78c-5232c2f4e6e5"
2514651,PB,São José do Brejo do Cruz,"01a02d5a-c117-7067-a78d-db03bb7b9464"
2514701,PB,São José do Sabugi,"01a02d5a-c117-7067-a78e-6a85f5a314f4"
2514800,PB,São José dos Cordeiros,"01a02d5a-c117-7067-a78f-cb4fef4b9be8"
2514453,PB,São José dos Ramos,"01a02d5a-c118-7069-aaec-eb198edc06ea"
2514909,PB,São Mamede,"01a02d5a-c118-7069-aaed-bb03d2e5bdf5"
2515005,PB,São Miguel de Taipu,"01a02d5a-c118-7069-aaee-966f75013d9b"
2515104,PB,São Sebastião de Lagoa de Roça,"01a02d5a-c118-7069-aaef-3afc4386602f"
2515203,PB,São Sebastião do Umbuzeiro,"01a02d5a-c118-7069-aaf0-94b61cf8be3f"
2515401,PB,São Vicente do Seridó,"01a02d5a-c118-7069-aaf1-734503b89331"
2515302,PB,Sapé,"01a02d5a-c119-7068-9f76-60937c6975c8"
2515500,PB,Serra Branca,"01a02d5a-c515-759c-8338-8727a6ab7134"
2515609,PB,Serra da Raiz,"01a02d5a-c518-7a65-9b88-bd7700be711d"
2515708,PB,Serra Grande,"01a02d5a-c518-7a65-9b89-c784bc9377e2"
2515807,PB,Serra Redonda,"01a02d5a-c519-72ce-98c4-63af2aa37ee3"
2515906,PB,Serraria,"01a02d5a-c519-72ce-98c5-b9383a3dc1d5"
2515930,PB,Sertãozinho,"01a02d5a-c519-7b93-98c6-a11771919359"
2515971,PB,Sobrado,"01a02d5a-c519-7b93-98c7-7ee87939caa8"
2516003,PB,Solânea,"01a02d5a-c51a-7488-9caf-2281766bd4c7"
2516102,PB,Soledade,"01a02d5a-c51a-7488-9cb0-446d91f181b8"
2516151,PB,Sossêgo,"01a02d5a-c51a-7d3b-9cb1-e7f12967e284"
2516201,PB,Sousa,"01a02d5a-c51a-7d3b-9cb2-17c879da83aa"
2516300,PB,Sumé,"01a02d5a-c51b-763a-afca-6d29364493aa"
2516409,PB,Tacima,"01a02d5a-c51b-763a-afcb-d29765351032"
2516508,PB,Taperoá,"01a02d5a-c51b-763a-afcc-e11b41ab4722"
2516607,PB,Tavares,"01a02d5a-c51b-7f1e-afcd-5292de11b452"
2516706,PB,Teixeira,"01a02d5a-c51b-7f1e-afce-8760751c7c51"
2516755,PB,Tenório,"01a02d5a-c51c-780a-85c0-4ad97e48ed9e"
2516805,PB,Triunfo,"01a02d5a-c51c-7ddc-85c1-6450008c933b"
2516904,PB,Uiraúna,"01a02d5a-c51c-7ddc-85c2-18159ca1da85"
2517001,PB,Umbuzeiro,"01a02d5a-c51c-7ddc-85c3-8894ac2d331b"
2517100,PB,Várzea,"01a02d5a-c51d-7617-b822-30a42fab0537"
2517209,PB,Vieirópolis,"01a02d5a-c51d-7617-b823-dc124dbc4446"
2505501,PB,Vista Serrana,"01a02d5a-c51d-7617-b824-6ff5401a0f31"
2517407,PB,Zabelê,"01a02d5a-c51d-7617-b825-056f97b8761b"
2600054,PE,Abreu e Lima,"01a02d5a-c51d-7617-b826-bb0b8fe53b9a"
2600104,PE,Afogados da Ingazeira,"01a02d5a-c521-741a-b47c-312e95b6bb65"
2600203,PE,Afrânio,"01a02d5a-c521-7cdb-b47d-f4aa85184c7d"
2600401,PE,Água Preta,"01a02d5a-c521-7cdb-b47e-a813f331d260"
2600500,PE,Águas Belas,"01a02d5a-c522-75f2-8b81-962d58830f06"
2600609,PE,Alagoinha,"01a02d5a-c522-75f2-8b82-194b6c565c83"
2600708,PE,Aliança,"01a02d5a-c522-75f2-8b83-3bf0ff897c05"
2600807,PE,Altinho,"01a02d5a-c522-7eb9-8b84-763928fa3787"
2600906,PE,Amaraji,"01a02d5a-c522-7eb9-8b85-1d1204f7103c"
2601003,PE,Angelim,"01a02d5a-c522-7eb9-8b86-9fe4fe268c9c"
2601052,PE,Araçoiaba,"01a02d5a-c523-7714-8834-385a9b383a62"
2601102,PE,Araripina,"01a02d5a-c523-7714-8835-60ff085de37b"
2601201,PE,Arcoverde,"01a02d5a-c523-7714-8836-57e68a9920a9"
2601300,PE,Barra de Guabiraba,"01a02d5a-c524-700d-b2a0-e20c5d8835f9"
2601409,PE,Barreiros,"01a02d5a-c524-700d-b2a1-fbe8ff9298a4"
2601508,PE,Belém de Maria,"01a02d5a-c524-700d-b2a2-cc213b11a086"
2601607,PE,Belém do São Francisco,"01a02d5a-c524-78e9-b2a3-9d83a3f5787e"
2601706,PE,Belo Jardim,"01a02d5a-c524-78e9-b2a4-e92d86c7fefe"
2601805,PE,Betânia,"01a02d5a-c524-78e9-b2a5-a5ac8a752529"
2601904,PE,Bezerros,"01a02d5a-c525-7197-bb48-ef97c42f77bc"
2602001,PE,Bodocó,"01a02d5a-c525-7197-bb49-1f729b5c0c2e"
2602100,PE,Bom Conselho,"01a02d5a-c525-7197-bb4a-c4f4a22dba27"
2602209,PE,Bom Jardim,"01a02d5a-c525-7a73-bb4b-629214cb7763"
2602308,PE,Bonito,"01a02d5a-c525-7a73-bb4c-9bcd4c59b8cc"
2602407,PE,Brejão,"01a02d5a-c525-7a73-bb4d-8c3dbfd87ded"
2602506,PE,Brejinho,"01a02d5a-c526-7340-8cb5-4c8633e8f686"
2602605,PE,Brejo da Madre de Deus,"01a02d5a-c526-7340-8cb6-da0a8d217e18"
2602704,PE,Buenos Aires,"01a02d5a-c526-7340-8cb7-4c1396f47521"
2602803,PE,Buíque,"01a02d5a-c526-7c73-8cb8-33f90f744b99"
2602902,PE,Cabo de Santo Agostinho,"01a02d5a-c526-7c73-8cb9-bfcc8b8a56e6"
2603009,PE,Cabrobó,"01a02d5a-c526-7c73-8cba-818e21827af1"
2603108,PE,Cachoeirinha,"01a02d5a-c527-7529-b88d-eecad23907de"
2603207,PE,Caetés,"01a02d5a-c527-7529-b88e-da1de3a21aab"
2603306,PE,Calçado,"01a02d5a-c527-7529-b88f-820eabc0c14f"
2603405,PE,Calumbi,"01a02d5a-c527-7529-b890-bc4b5db305b4"
2603454,PE,Camaragibe,"01a02d5a-c527-7df8-b891-e5c81c0b5b4f"
2603504,PE,Camocim de São Félix,"01a02d5a-c527-7df8-b892-ec81b24f8b17"
2603603,PE,Camutanga,"01a02d5a-c527-7df8-b893-948a8e1b3103"
2603702,PE,Canhotinho,"01a02d5a-c528-7671-9b5c-b64f2afc5b85"
2603801,PE,Capoeiras,"01a02d5a-c528-7671-9b5d-04b089a02744"
2603900,PE,Carnaíba,"01a02d5a-c528-7671-9b5e-cf2412805dfb"
2603926,PE,Carnaubeira da Penha,"01a02d5a-c528-7f50-9b5f-34f41bb95ca0"
2604007,PE,Carpina,"01a02d5a-c528-7f50-9b60-06a87c05c2a6"
2604106,PE,Caruaru,"01a02d5a-c528-7f50-9b61-ecf89c00b4c5"
2604155,PE,Casinhas,"01a02d5a-c529-77c7-a78a-79fd676dda2e"
2604205,PE,Catende,"01a02d5a-c529-77c7-a78b-0183d8aa6fbc"
2604304,PE,Cedro,"01a02d5a-c529-77c7-a78c-09c91e7785eb"
2604403,PE,Chã de Alegria,"01a02d5a-c529-77c7-a78d-19e7b2946e79"
2604502,PE,Chã Grande,"01a02d5a-c52a-703c-bed9-ca98e097f19e"
2604601,PE,Condado,"01a02d5a-c52a-703c-beda-6401074b633c"
2604700,PE,Correntes,"01a02d5a-c52a-703c-bedb-40f28abce330"
2604809,PE,Cortês,"01a02d5a-c52a-78c2-bedc-e35324909d0d"
2604908,PE,Cumaru,"01a02d5a-c52a-78c2-bedd-9dc442d334e7"
2605004,PE,Cupira,"01a02d5a-c52a-78c2-bede-bf24312d4dd1"
2605103,PE,Custódia,"01a02d5a-c52b-7181-a4d4-036f17703aa7"
2605152,PE,Dormentes,"01a02d5a-c52b-7181-a4d5-54049da1c38f"
2605202,PE,Escada,"01a02d5a-c52b-7181-a4d6-abbc4598eb67"
2605301,PE,Exu,"01a02d5a-c52b-7a06-a4d7-91f62d5d4c63"
2605400,PE,Feira Nova,"01a02d5a-c52b-7a06-a4d8-56d659b2f67b"
2605459,PE,Fernando de Noronha,"01a02d5a-c52b-7a06-a4d9-b5a764a31ec0"
2605509,PE,Ferreiros,"01a02d5a-c52c-72d5-a463-786082ef9caf"
2605608,PE,Flores,"01a02d5a-c52c-72d5-a464-495bb26562ec"
2605707,PE,Floresta,"01a02d5a-c52c-72d5-a465-6c87954b5299"
2605806,PE,Frei Miguelinho,"01a02d5a-c52c-72d5-a466-ce33f015ca26"
2605905,PE,Gameleira,"01a02d5a-c52d-72fb-bece-95ebbbcd4c18"
2606002,PE,Garanhuns,"01a02d5a-c52d-72fb-becf-80527c4fa95b"
2606101,PE,Glória do Goitá,"01a02d5a-c52d-72fb-bed0-7684ce866f32"
2606200,PE,Goiana,"01a02d5a-c52d-72fb-bed1-505bb33fdc3a"
2606309,PE,Granito,"01a02d5a-c52e-78a9-bcae-2cb40118a824"
2606408,PE,Gravatá,"01a02d5a-c52e-78a9-bcaf-a992c9e1c478"
2606507,PE,Iati,"01a02d5a-c52e-78a9-bcb0-79f4b807508f"
2606606,PE,Ibimirim,"01a02d5a-c52e-78a9-bcb1-ca621bc67750"
2606705,PE,Ibirajuba,"01a02d5a-c52e-78a9-bcb2-a1cf65f1a461"
2606804,PE,Igarassu,"01a02d5a-c52f-78be-8479-5e703888b979"
2606903,PE,Iguaracy,"01a02d5a-c52f-78be-847a-22dd680f06f0"
2607604,PE,Ilha de Itamaracá,"01a02d5a-c52f-78be-847b-bb5e52ab7746"
2607000,PE,Inajá,"01a02d5a-c93e-7fbb-8e9f-44e21b4bd583"
2607109,PE,Ingazeira,"01a02d5a-c941-7caf-98d9-2caef8573b3b"
2607208,PE,Ipojuca,"01a02d5a-c942-7664-a5c5-20114329e90a"
2607307,PE,Ipubi,"01a02d5a-c942-7664-a5c6-318495858066"
2607406,PE,Itacuruba,"01a02d5a-c942-7664-a5c7-734ee93ec8e4"
2607505,PE,Itaíba,"01a02d5a-c942-7f24-a5c8-5aea1ad49402"
2607653,PE,Itambé,"01a02d5a-c942-7f24-a5c9-e811a20f6d41"
2607703,PE,Itapetim,"01a02d5a-c942-7f24-a5ca-f2d7119c60d7"
2607752,PE,Itapissuma,"01a02d5a-c942-7f24-a5cb-c14c224acb73"
2607802,PE,Itaquitinga,"01a02d5a-c943-77c7-b74d-a861d968382a"
2607901,PE,Jaboatão dos Guararapes,"01a02d5a-c943-77c7-b74e-3ed2324a6a26"
2607950,PE,Jaqueira,"01a02d5a-c943-77c7-b74f-b03c2b80df81"
2608008,PE,Jataúba,"01a02d5a-c943-77c7-b750-7675bf32695c"
2608057,PE,Jatobá,"01a02d5a-c943-77c7-b751-2ffe6da39c07"
2608107,PE,João Alfredo,"01a02d5a-c944-7060-bf7f-76af7e1df652"
2608206,PE,Joaquim Nabuco,"01a02d5a-c944-7060-bf80-06b780078697"
2608255,PE,Jucati,"01a02d5a-c944-79b2-bf81-713e397bdf82"
2608305,PE,Jupi,"01a02d5a-c944-79b2-bf82-d9d91a88f132"
2608404,PE,Jurema,"01a02d5a-c945-7251-baf8-5575d73d9ebd"
2608503,PE,Lagoa de Itaenga,"01a02d5a-c945-7251-baf9-33bcf529dc36"
2608453,PE,Lagoa do Carro,"01a02d5a-c945-7251-bafa-3251513e8d14"
2608602,PE,Lagoa do Ouro,"01a02d5a-c945-7aeb-bafb-69862cb9b4a5"
2608701,PE,Lagoa dos Gatos,"01a02d5a-c945-7aeb-bafc-193c5cae6987"
2608750,PE,Lagoa Grande,"01a02d5a-c946-7385-8726-8769f7560d3e"
2608800,PE,Lajedo,"01a02d5a-c946-7385-8727-cf3364b593da"
2608909,PE,Limoeiro,"01a02d5a-c946-7c16-8728-f9eaf58b62b8"
2609006,PE,Macaparana,"01a02d5a-c946-7c16-8729-6ef42272453d"
2609105,PE,Machados,"01a02d5a-c946-7c16-872a-e7a766043c52"
2609154,PE,Manari,"01a02d5a-c947-7459-95eb-272da065d629"
2609204,PE,Maraial,"01a02d5a-c947-7459-95ec-0407cf7607c1"
2609303,PE,Mirandiba,"01a02d5a-c947-7d20-95ed-e790d832d3d2"
2614303,PE,Moreilândia,"01a02d5a-c947-7d20-95ee-3c1e224eeb0c"
2609402,PE,Moreno,"01a02d5a-c948-75b7-b835-06cc40c0b79c"
2609501,PE,Nazaré da Mata,"01a02d5a-c948-75b7-b836-dc190934b371"
2609600,PE,Olinda,"01a02d5a-c948-7e4d-b837-1e0452bac4e0"
2609709,PE,Orobó,"01a02d5a-c948-7e4d-b838-3f8fcc3e94cf"
2609808,PE,Orocó,"01a02d5a-c948-7e4d-b839-d4a08946343a"
2609907,PE,Ouricuri,"01a02d5a-c949-76ec-9382-76656806fe14"
2610004,PE,Palmares,"01a02d5a-c949-76ec-9383-09847ce2311c"
2610103,PE,Palmeirina,"01a02d5a-c949-7f8d-9384-78dc7855ad85"
2610202,PE,Panelas,"01a02d5a-c949-7f8d-9385-df1c45079873"
2610301,PE,Paranatama,"01a02d5a-c94a-784b-a587-aa1a5611a6a0"
2610400,PE,Parnamirim,"01a02d5a-c94a-784b-a588-5f6b4ff30afc"
2610509,PE,Passira,"01a02d5a-c94a-784b-a589-fa5a3ffe7ce8"
2610608,PE,Paudalho,"01a02d5a-c94a-784b-a58a-66cf012028cc"
2610707,PE,Paulista,"01a02d5a-c94b-714d-b6eb-55763f05d1e6"
2610806,PE,Pedra,"01a02d5a-c94b-714d-b6ec-d0226f8d5485"
2610905,PE,Pesqueira,"01a02d5a-c94b-714d-b6ed-c74ead821678"
2611002,PE,Petrolândia,"01a02d5a-c94b-714d-b6ee-c60afa5df64f"
2611101,PE,Petrolina,"01a02d5a-c94b-7a14-b6ef-a82719b9a9a7"
2611200,PE,Poção,"01a02d5a-c94b-7a14-b6f0-3299292b2530"
2611309,PE,Pombos,"01a02d5a-c94b-7a14-b6f1-b7dcd58223ac"
2611408,PE,Primavera,"01a02d5a-c94b-7a14-b6f2-52d7c6a1bb3b"
2611507,PE,Quipapá,"01a02d5a-c94b-7a14-b6f3-55ba5eb764fd"
2611533,PE,Quixaba,"01a02d5a-c94b-7a14-b6f4-cc1a4e330265"
2611606,PE,Recife,"01a02d5a-c94b-7a14-b6f5-b2668f0ce89d"
2611705,PE,Riacho das Almas,"01a02d5a-c94b-7a14-b6f6-e60ddc8e9991"
2611804,PE,Ribeirão,"01a02d5a-c94c-7a47-8e5c-106c7dd64043"
2611903,PE,Rio Formoso,"01a02d5a-c94c-7a47-8e5d-67d6ba990469"
2612000,PE,Sairé,"01a02d5a-c94c-7a47-8e5e-f4a67c937689"
2612109,PE,Salgadinho,"01a02d5a-c94d-7a45-bf78-2ea1547cec1c"
2612208,PE,Salgueiro,"01a02d5a-c94d-7a45-bf79-1413fba64d33"
2612307,PE,Saloá,"01a02d5a-c94d-7a45-bf7a-7d515f2e1f26"
2612406,PE,Sanharó,"01a02d5a-c94d-7a45-bf7b-ae39c8e4e5ca"
2612455,PE,Santa Cruz,"01a02d5a-c94e-7a3a-b884-2946cdcd6abf"
2612471,PE,Santa Cruz da Baixa Verde,"01a02d5a-c94e-7a3a-b885-63e359292149"
2612505,PE,Santa Cruz do Capibaribe,"01a02d5a-c94e-7a3a-b886-21d88e5c4c5e"
2612554,PE,Santa Filomena,"01a02d5a-c94e-7a3a-b887-f7ef60e33164"
2612604,PE,Santa Maria da Boa Vista,"01a02d5a-c94f-7a3a-8baf-0a62a8533ae0"
2612703,PE,Santa Maria do Cambucá,"01a02d5a-c94f-7a3a-8bb0-e2728c937ea1"
2612802,PE,Santa Terezinha,"01a02d5a-c94f-7a3a-8bb1-4925adad373b"
2612901,PE,São Benedito do Sul,"01a02d5a-c94f-7a3a-8bb2-54bfc34b0289"
2613008,PE,São Bento do Una,"01a02d5a-c94f-7a3a-8bb3-4e035c3257b4"
2613107,PE,São Caitano,"01a02d5a-c94f-7a3a-8bb4-c5f601760946"
2613206,PE,São João,"01a02d5a-c94f-7a3a-8bb5-79b572450b56"
2613305,PE,São Joaquim do Monte,"01a02d5a-c951-725f-b63b-0ef2f763b200"
2613404,PE,São José da Coroa Grande,"01a02d5a-c951-725f-b63c-d21b0693a8d0"
2613503,PE,São José do Belmonte,"01a02d5a-c951-725f-b63d-c54ca92ae552"
2613602,PE,São José do Egito,"01a02d5a-c952-7283-96a5-40b0490f701e"
2613701,PE,São Lourenço da Mata,"01a02d5a-c952-7283-96a6-ab881c969a24"
2613800,PE,São Vicente Férrer,"01a02d5a-c952-7283-96a7-8b6be54a1a05"
2613909,PE,Serra Talhada,"01a02d5a-c952-7283-96a8-684e5b51e4a8"
2614006,PE,Serrita,"01a02d5a-c953-7286-8105-a3bfb4c058a6"
2614105,PE,Sertânia,"01a02d5a-c953-7286-8106-d463fc6c14e2"
2614204,PE,Sirinhaém,"01a02d5a-c953-7286-8107-c26e5c29e864"
2614402,PE,Solidão,"01a02d5a-c953-7286-8108-c575ac1e1ad2"
2614501,PE,Surubim,"01a02d5a-c953-7286-8109-7e2e3fd05df9"
2614600,PE,Tabira,"01a02d5a-c954-7277-b62f-da4a141a05b8"
2614709,PE,Tacaimbó,"01a02d5a-c954-7277-b630-373564372dd2"
2614808,PE,Tacaratu,"01a02d5a-c954-7277-b631-01c9b55732c7"
2614857,PE,Tamandaré,"01a02d5a-c954-7277-b632-32270bffc47f"
2615003,PE,Taquaritinga do Norte,"01a02d5a-c955-7285-b68b-31a8f589a6ec"
2615102,PE,Terezinha,"01a02d5a-c955-7285-b68c-f6abf04ef642"
2615201,PE,Terra Nova,"01a02d5a-c955-7285-b68d-8064e197f29a"
2615300,PE,Timbaúba,"01a02d5a-c955-7285-b68e-4371c3a1f8f4"
2615409,PE,Toritama,"01a02d5a-c955-7285-b68f-23152358cd30"
2615508,PE,Tracunhaém,"01a02d5a-c956-72c9-aa08-cd7c31795a35"
2615607,PE,Trindade,"01a02d5a-c956-72c9-aa09-fd1d69411a5c"
2615706,PE,Triunfo,"01a02d5a-c956-72c9-aa0a-522a83ecb9a7"
2615805,PE,Tupanatinga,"01a02d5a-c956-72c9-aa0b-2cd95f566faa"
2615904,PE,Tuparetama,"01a02d5a-cd39-7428-9371-191b1c6d3f21"
2616001,PE,Venturosa,"01a02d5a-cd3d-7028-bef2-65f7be924c05"
2616100,PE,Verdejante,"01a02d5a-cd3d-7028-bef3-dd44020a2e99"
2616183,PE,Vertente do Lério,"01a02d5a-cd3d-78e2-bef4-a3f99e02db17"
2616209,PE,Vertentes,"01a02d5a-cd3d-78e2-bef5-583cc95bcfd1"
2616308,PE,Vicência,"01a02d5a-cd3d-78e2-bef6-9c6efb5d4ebc"
2616407,PE,Vitória de Santo Antão,"01a02d5a-cd3e-719f-9602-0dcd44b284f9"
2616506,PE,Xexéu,"01a02d5a-cd3e-719f-9603-662b3105aaf2"
2700102,AL,Água Branca,"01a02d5a-cd3e-719f-9604-52ade0d21875"
2700201,AL,Anadia,"01a02d5a-cd40-7d74-bcd7-3f8876a2e2a5"
2700300,AL,Arapiraca,"01a02d5a-cd41-7680-a3e2-dd886bfd524a"
2700409,AL,Atalaia,"01a02d5a-cd41-7680-a3e3-e4ceb3bb5355"
2700508,AL,Barra de Santo Antônio,"01a02d5a-cd41-7680-a3e4-e9e1dca46abc"
2700607,AL,Barra de São Miguel,"01a02d5a-cd41-7efd-a3e5-7cc385d6bf75"
2700706,AL,Batalha,"01a02d5a-cd41-7efd-a3e6-89e29932a579"
2700805,AL,Belém,"01a02d5a-cd41-7efd-a3e7-8efe5c648d30"
2700904,AL,Belo Monte,"01a02d5a-cd42-77ae-ae87-5067f4c2e6e1"
2701001,AL,Boca da Mata,"01a02d5a-cd42-77ae-ae88-c970f3387674"
2701100,AL,Branquinha,"01a02d5a-cd42-77ae-ae89-10f4e2396dea"
2701209,AL,Cacimbinhas,"01a02d5a-cd42-77ae-ae8a-2936a66446a1"
2701308,AL,Cajueiro,"01a02d5a-cd42-7fd9-ae8b-4d711614ed36"
2701357,AL,Campestre,"01a02d5a-cd42-7fd9-ae8c-91b41cb6a431"
2701407,AL,Campo Alegre,"01a02d5a-cd43-7883-890a-f4b33c8c0d0f"
2701506,AL,Campo Grande,"01a02d5a-cd43-7883-890b-9591f09b9a18"
2701605,AL,Canapi,"01a02d5a-cd44-70f2-a2b5-b4f8a1f23051"
2701704,AL,Capela,"01a02d5a-cd44-70f2-a2b6-9293bdcde098"
2701803,AL,Carneiros,"01a02d5a-cd44-70f2-a2b7-4cd7a3a89b3e"
2701902,AL,Chã Preta,"01a02d5a-cd44-79af-a2b8-0dee8e8ce054"
2702009,AL,Coité do Nóia,"01a02d5a-cd44-79af-a2b9-96661db2000b"
2702108,AL,Colônia Leopoldina,"01a02d5a-cd45-7233-9c43-aa88cc7a6ac7"
2702207,AL,Coqueiro Seco,"01a02d5a-cd45-7233-9c44-898b1833d906"
2702306,AL,Coruripe,"01a02d5a-cd45-7a89-9c45-7cd89a2805b5"
2702355,AL,Craíbas,"01a02d5a-cd45-7a89-9c46-e54188c4fa39"
2702405,AL,Delmiro Gouveia,"01a02d5a-cd46-734c-bde7-0ad6e88cd3ce"
2702504,AL,Dois Riachos,"01a02d5a-cd46-734c-bde8-1fabbf538e3e"
2702553,AL,Estrela de Alagoas,"01a02d5a-cd46-734c-bde9-641770489d8e"
2702603,AL,Feira Grande,"01a02d5a-cd46-7c32-bdea-f55c1d1e1bbd"
2702702,AL,Feliz Deserto,"01a02d5a-cd46-7c32-bdeb-6bc054ee8ad9"
2702801,AL,Flexeiras,"01a02d5a-cd47-74ab-b123-568a29045ad4"
2702900,AL,Girau do Ponciano,"01a02d5a-cd47-74ab-b124-4785071c2684"
2703007,AL,Ibateguara,"01a02d5a-cd47-7d56-b125-c4bc9d6cc66f"
2703106,AL,Igaci,"01a02d5a-cd47-7d56-b126-96cda91b9e6f"
2703205,AL,Igreja Nova,"01a02d5a-cd47-7d56-b127-048f88e14d9d"
2703304,AL,Inhapi,"01a02d5a-cd48-75f4-916d-3131dbc938dc"
2703403,AL,Jacaré dos Homens,"01a02d5a-cd48-75f4-916e-c8d4a9ccd800"
2703502,AL,Jacuípe,"01a02d5a-cd48-7e9f-916f-ceb37e609eaa"
2703601,AL,Japaratinga,"01a02d5a-cd48-7e9f-9170-1b33faa7273f"
2703700,AL,Jaramataia,"01a02d5a-cd48-7e9f-9171-3ab57c876bea"
2703759,AL,Jequiá da Praia,"01a02d5a-cd49-78cc-9f67-e4b5bd94ac0e"
2703809,AL,Joaquim Gomes,"01a02d5a-cd49-78cc-9f68-728252165a34"
2703908,AL,Jundiá,"01a02d5a-cd49-78cc-9f69-f34cae55d304"
2704005,AL,Junqueiro,"01a02d5a-cd4a-7196-82c5-eafc59a0ef6a"
2704104,AL,Lagoa da Canoa,"01a02d5a-cd4a-7196-82c6-01d0e4db71a4"
